name;first_name;age;nation;league;team;goals_selection;selections_nation;position;price;end_contract;goal_champ;assist_champ;own_goal_champ;sub_on_champ;sub_out_champ;yellow_card_champ;second_yellow_card_champ;red_card_champ;penalty_goal_champ;goal_cup;assist_cup;own_goal_cup;sub_on_cup;sub_out_cup;yellow_card_cup;second_yellow_card_cup;red_card_cup;penalty_goal_cup;goal_continent;assist_continent;own_goal_continent;sub_on_continent;sub_out_continent;yellow_card_continent;second_yellow_card_continent;red_card_continent;penalty_goal_continent
Golovin;Aleksandr;22;Russia;Ligue1;Monaco;3;25;AttackingMidfield;30000000;5;11;10;0;27;27;15;0;1;0;1;0;0;0;2;0;0;0;0;5;7;0;2;8;8;0;0;1
Draxler;Julian;25;Germany;Ligue1;ParisSG;6;49;AttackingMidfield;30000000;3;65;52;0;71;111;27;0;2;0;7;6;0;3;10;1;0;0;0;10;10;0;20;22;5;0;0;0
Fernandes;Bruno;24;Portugal;LigaNOS;SportingCP;1;11;AttackingMidfield;30000000;5;42;34;1;50;74;39;1;0;5;9;7;0;7;4;6;0;0;1;6;7;0;0;3;4;0;0;1
Fornals;Pablo;22;Spain;LaLiga;Villarreal;0;2;AttackingMidfield;30000000;4;11;17;0;22;28;12;0;0;0;0;0;0;8;1;1;0;0;0;3;3;0;1;8;1;0;0;0
LuisAlberto;;26;Spain;SerieA;Lazio;0;1;AttackingMidfield;28000000;4;36;50;1;42;52;17;0;0;2;1;2;0;9;8;1;0;0;0;2;6;0;3;5;1;0;0;0
Oscar;;27;Brazil;SuperLeague;SIPG;12;48;AttackingMidfield;28000000;2;48;69;0;53;81;24;0;0;4;11;9;0;8;11;5;0;0;0;19;19;0;16;26;8;0;0;1
Mata;Juan;30;Spain;PremierLeague;ManUtd;10;41;AttackingMidfield;25000000;1;85;100;1;59;172;26;1;0;4;22;21;0;8;35;4;0;0;2;16;24;0;17;35;7;0;0;2
Barkley;Ross;25;England;PremierLeague;Chelsea;2;25;AttackingMidfield;25000000;5;35;28;0;45;65;21;0;1;3;6;6;0;7;16;2;0;0;0;0;2;0;2;2;2;0;0;0
Silva;David;33;Spain;PremierLeague;ManCity;37;129;AttackingMidfield;25000000;2;83;114;0;39;173;54;1;1;0;9;21;0;10;24;4;0;0;0;13;21;0;10;27;8;1;0;0
Talisca;;25;Brazil;SuperLeague;GZEvergrande;0;0;AttackingMidfield;25000000;;59;21;0;41;45;27;1;0;1;8;3;0;8;9;7;0;0;2;10;4;0;9;11;2;0;0;0
Harit;Amine;21;Morocco;Bundesliga;FCSchalke04;0;7;AttackingMidfield;22000000;3;5;11;0;18;30;9;0;1;1;0;0;0;2;1;1;0;0;0;0;0;0;3;1;0;0;0;0
Lanzini;Manuel;25;Argentina;PremierLeague;WestHam;1;4;AttackingMidfield;20000000;2;36;28;0;43;72;24;0;0;3;8;13;0;6;10;4;0;0;0;1;2;0;1;1;1;0;0;0
Klaassen;Davy;25;Netherlands;Bundesliga;WerderBremen;4;16;AttackingMidfield;20000000;4;63;36;0;16;32;24;0;0;6;0;2;0;0;2;0;0;0;0;5;5;0;5;7;9;0;0;1
Payet;Dimitri;31;France;Ligue1;Marseille;8;38;AttackingMidfield;20000000;3;85;130;0;61;182;45;0;1;5;10;13;0;14;17;5;0;0;0;5;10;0;11;11;7;1;0;1
Méndez;Brais;22;Spain;LaLiga;CeltadeVigo;1;1;AttackingMidfield;20000000;3;13;7;0;28;36;17;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
vandeBeek;Donny;21;Netherlands;Eredivisie;AFCAjax;0;5;AttackingMidfield;20000000;4;37;29;0;37;34;8;1;0;1;3;1;0;0;3;1;0;0;0;8;7;0;7;9;2;0;0;0
Pastore;Javier;29;Argentina;SerieA;ASRoma;2;29;AttackingMidfield;20000000;5;50;70;0;57;108;25;2;0;0;15;10;0;17;13;4;0;1;0;6;5;0;25;12;1;0;0;0
Teixeira;Alex;29;Brazil;SuperLeague;JSSuning;0;0;AttackingMidfield;19000000;2;120;43;0;67;57;36;3;1;9;8;6;0;0;2;0;0;0;2;16;7;0;11;13;4;0;0;1
Meyer;Max;23;Germany;PremierLeague;CrystalPalace;1;4;AttackingMidfield;18000000;3;61;49;0;59;120;23;0;0;2;0;0;0;0;1;0;0;0;0;3;4;0;13;11;0;0;0;0
Götze;Mario;26;Germany;Bundesliga;Bor.Dortmund;17;63;AttackingMidfield;18000000;2;83;75;0;56;110;16;0;1;1;0;0;0;0;0;0;0;0;0;14;18;0;14;29;2;0;0;0
Vlasic;Nikola;21;Croatia;PremierLiga;CSKAMoscow;0;4;AttackingMidfield;18000000;1;17;22;0;17;47;9;0;0;2;0;0;0;0;1;0;0;0;0;5;3;0;4;0;1;0;0;2
Amiri;Nadiem;22;Germany;Bundesliga;TSGHoffenheim;3;17;AttackingMidfield;17000000;2;20;16;0;60;63;24;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0
Almirón;Miguel;24;Paraguay;PremierLeague;Newcastle;0;13;AttackingMidfield;15000000;6;23;25;0;13;22;10;1;0;5;2;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0
Lallana;Adam;30;England;PremierLeague;Liverpool;3;34;AttackingMidfield;15000000;2;65;60;0;55;130;25;0;1;0;12;7;0;9;8;2;0;0;0;3;1;0;7;6;2;0;0;0
Paquetá;Lucas;21;Brazil;SerieA;ACMilan;0;2;AttackingMidfield;15000000;5;11;3;0;8;8;11;1;0;0;2;1;0;5;7;2;0;0;0;0;2;0;0;0;3;0;0;0
Khazri;Wahbi;27;Tunisia;Ligue1;Saint0Étienne;14;42;AttackingMidfield;14000000;4;67;43;0;50;96;71;1;2;9;6;7;0;4;12;9;0;0;0;0;0;0;3;1;0;1;0;0
Cabella;Rémy;28;France;Ligue1;Saint0Étienne;0;4;AttackingMidfield;14000000;4;47;34;0;62;65;36;0;0;5;11;3;0;8;6;4;0;0;0;0;1;0;1;4;3;0;0;0
Claesson;Viktor;27;Sweden;PremierLiga;Krasnodar;4;32;AttackingMidfield;14000000;3;73;60;0;30;60;28;0;0;4;6;2;0;1;5;0;0;0;2;4;3;0;2;5;5;0;0;0
Miranchuk;Aleksey;23;Russia;PremierLiga;LokoMoscow;4;20;AttackingMidfield;14000000;3;22;21;0;29;42;9;1;0;0;0;0;0;0;0;0;0;0;0;2;10;0;6;7;2;0;0;0
Vázquez;Franco;29;Argentina;LaLiga;SevillaFC;0;2;AttackingMidfield;14000000;3;51;37;0;57;98;55;1;4;2;2;2;0;5;7;5;0;1;0;1;4;0;3;9;2;1;0;0
Pereiro;Gastón;23;Uruguay;Eredivisie;PSVEindhoven;2;5;AttackingMidfield;14000000;2;52;25;0;35;76;17;0;0;6;4;1;0;4;3;0;0;0;0;1;2;0;11;8;2;1;0;0
Meza;Maximiliano;27;Argentina;LigaMXClausura;Monterrey;0;10;AttackingMidfield;14000000;;15;18;0;22;35;14;0;2;0;4;1;0;5;7;2;0;0;0;3;3;0;3;4;4;0;0;0
Ljajic;Adem;27;Serbia;SüperLig;Besiktas;8;35;AttackingMidfield;13000000;1;59;53;0;85;105;30;0;0;7;4;6;0;7;9;2;0;0;0;3;2;0;5;7;2;1;0;0
Otávio;;23;Brazil;LigaNOS;FCPorto;0;1;AttackingMidfield;13000000;3;20;30;0;40;63;30;0;0;3;3;2;0;3;7;2;0;0;0;3;2;0;4;7;2;0;0;1
Ilicic;Josip;31;Slovenia;SerieA;Atalanta;6;52;AttackingMidfield;13000000;2;85;48;0;72;137;42;2;2;12;5;4;0;9;5;2;0;0;2;11;5;0;10;14;6;0;0;2
Giuliano;;28;Brazil;ProfessionalLeague;Al0Nassr;0;14;AttackingMidfield;12500000;3;70;54;0;46;67;19;0;2;10;3;3;0;2;1;0;0;0;0;16;12;0;10;13;1;0;0;0
Pereyra;Roberto;28;Argentina;PremierLeague;Watford;1;13;AttackingMidfield;12000000;3;27;23;0;54;84;21;0;1;0;0;1;0;3;7;4;1;0;0;0;3;0;14;11;5;0;1;0
Brooks;David;21;Wales;PremierLeague;Bournemouth;0;9;AttackingMidfield;12000000;4;10;10;0;24;23;7;0;0;0;0;3;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Boufal;Sofiane;25;Morocco;LaLiga;CeltadeVigo;0;3;AttackingMidfield;12000000;1;23;19;0;49;77;30;1;1;4;2;1;0;6;10;1;0;0;0;0;0;0;2;0;0;0;0;0
Yazici;Yusuf;22;Turkey;SüperLig;Trabzonspor;0;10;AttackingMidfield;11000000;4;17;15;0;10;31;17;0;1;0;2;5;0;2;4;1;0;0;1;0;0;0;0;0;0;0;0;0
Reid;Bobby;25;England;PremierLeague;Cardiff;0;0;AttackingMidfield;10000000;4;31;26;0;48;61;22;0;0;3;3;5;0;7;7;1;0;0;1;0;0;0;0;0;0;0;0;0
Pritchard;Alex;25;England;PremierLeague;Huddersfield;0;6;AttackingMidfield;10000000;3;35;36;0;32;72;14;0;1;3;3;4;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Groß;Pascal;27;Germany;PremierLeague;Brighton;0;4;AttackingMidfield;10000000;4;59;66;0;33;105;48;1;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Boschilia;Gabriel;22;Brazil;Ligue1;FCNantes;2;7;AttackingMidfield;10000000;1;14;8;0;44;29;4;0;0;0;3;1;0;4;4;2;0;0;0;0;0;0;4;1;1;0;0;0
Wolf;Hannes;19;Austria;Bundesliga;RBSalzburg;1;8;AttackingMidfield;10000000;2;51;23;0;27;49;10;0;1;2;0;0;0;0;0;0;0;0;0;8;8;0;4;13;1;0;0;0
Vanaken;Hans;26;Belgium;JupilerProLeague;ClubBrugge;0;2;AttackingMidfield;10000000;5;78;67;1;36;59;32;2;0;6;7;7;0;1;6;5;0;1;0;4;2;0;4;3;3;0;0;1
Miranchuk;Anton;23;Russia;PremierLiga;LokoMoscow;0;7;AttackingMidfield;10000000;3;26;18;0;18;31;8;1;1;5;0;0;0;0;0;1;0;0;0;2;1;0;4;5;1;0;0;0
Bardhi;Enis;23;Macedonia;LaLiga;Levante;1;11;AttackingMidfield;10000000;4;30;13;0;28;44;21;1;0;1;2;4;0;12;6;1;0;0;0;0;0;0;0;0;0;0;0;0
Canales;Sergio;27;Spain;LaLiga;RealBetis;6;10;AttackingMidfield;10000000;4;27;29;0;101;87;28;0;0;1;4;2;0;12;9;6;0;0;0;3;7;0;8;5;4;0;0;0
Portu;;26;Spain;LaLiga;Girona;0;0;AttackingMidfield;10000000;4;35;22;0;11;61;55;1;0;2;1;0;0;6;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Ramírez;Gastón;28;Uruguay;SerieA;Sampdoria;0;43;AttackingMidfield;10000000;4;41;42;0;72;125;48;3;2;0;7;3;0;6;5;1;0;0;1;0;0;0;0;0;0;0;0;0
Zaniolo;Nicolò;19;Italy;SerieA;ASRoma;0;0;AttackingMidfield;10000000;5;30;12;0;15;41;20;0;0;2;0;0;0;1;0;1;0;0;0;0;2;0;3;4;2;0;0;0
Pizarro;Rodolfo;24;Mexico;LigaMXClausura;Monterrey;3;15;AttackingMidfield;10000000;5;25;20;0;34;42;30;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;2;0;1;0;0;0
Gacinovic;Mijat;23;Serbia;Bundesliga;E.Frankfurt;2;11;AttackingMidfield;9000000;4;20;14;0;46;60;25;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;3;0;0;0;0
Chakvetadze;Giorgi;19;Georgia;JupilerProLeague;KAAGent;5;7;AttackingMidfield;9000000;2;10;16;0;26;17;6;0;0;0;1;5;0;1;1;0;0;0;0;1;0;0;0;0;2;0;0;0
Saponara;Riccardo;27;Italy;SerieA;Sampdoria;3;22;AttackingMidfield;9000000;1;41;47;0;57;98;30;1;1;2;0;1;0;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0
Scarpa;Gustavo;25;Brazil;SérieA;Palmeiras;0;1;AttackingMidfield;9000000;4;15;24;0;15;26;10;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Quintero;Juan;26;Colombia;PrimeraDivisión;RiverPlate;3;20;AttackingMidfield;9000000;3;16;19;0;74;48;6;0;0;0;1;2;0;8;3;0;0;0;0;4;3;0;23;8;0;0;0;1
deArrascaeta;Giorgian;24;Uruguay;SérieA;Flamengo;2;18;AttackingMidfield;9000000;5;38;28;0;31;43;19;0;1;1;0;1;0;0;0;0;0;0;0;6;6;0;1;10;0;0;0;0
Viera;Jonathan;29;Spain;SuperLeague;BJSinoboGuoan;0;1;AttackingMidfield;9000000;2;62;45;0;33;62;43;1;3;12;5;6;0;5;5;3;0;0;0;1;1;0;5;1;0;0;0;0
Pereira;Andreas;23;Brazil;PremierLeague;ManUtd;0;1;AttackingMidfield;8000000;1;16;14;0;28;33;26;0;1;2;1;1;0;5;5;2;0;0;0;1;1;0;4;4;2;0;0;0
Duda;Ondrej;24;Slovakia;Bundesliga;HerthaBSC;4;29;AttackingMidfield;8000000;3;28;25;0;55;58;39;0;1;3;1;0;0;1;2;2;1;0;0;3;0;0;3;5;4;0;0;0
Thomasson;Adrien;25;France;Ligue1;R.Strasbourg;0;0;AttackingMidfield;8000000;3;16;23;0;25;55;22;0;1;0;4;0;0;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0
Pozuelo;Alejandro;27;Spain;JupilerProLeague;KRCGenk;0;0;AttackingMidfield;8000000;3;25;49;0;48;65;20;3;0;0;2;9;0;3;11;1;0;0;0;3;10;0;2;8;4;0;0;0
Kagawa;Shinji;29;Japan;SüperLig;Besiktas;31;95;AttackingMidfield;8000000;1;115;78;0;54;112;29;0;0;4;2;0;0;1;4;0;0;0;0;6;9;0;10;20;3;0;0;0
Hanni;Sofiane;28;Algeria;PremierLiga;SpartakMoscow;4;12;AttackingMidfield;8000000;3;74;80;0;26;99;27;0;0;3;1;1;0;4;4;2;0;0;0;3;6;0;7;8;2;0;0;0
García;Borja;28;Spain;LaLiga;Girona;0;2;AttackingMidfield;8000000;4;45;30;0;62;99;28;0;1;0;2;1;0;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0
JoãoPedro;;26;Brazil;SerieA;CagliariCalcio;0;0;AttackingMidfield;8000000;4;56;26;0;58;75;44;0;2;11;2;1;0;4;5;2;1;0;0;1;2;0;11;6;1;0;0;0
Lima;Lucas;28;Brazil;SérieA;Palmeiras;2;14;AttackingMidfield;8000000;4;22;30;0;24;68;44;1;0;1;0;0;0;0;1;0;0;0;0;1;6;0;2;8;1;0;0;0
Malli;Yunus;26;Turkey;Bundesliga;VfLWolfsburg;1;24;AttackingMidfield;7500000;3;67;43;0;76;135;15;0;0;6;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1
Erokhin;Aleksandr;29;Russia;PremierLiga;ZenitS0Pb;1;23;AttackingMidfield;7500000;2;37;21;1;40;34;31;3;1;0;0;0;0;0;0;0;0;0;0;3;1;0;5;7;8;0;0;0
Bittencourt;Leonardo;25;Germany;Bundesliga;TSGHoffenheim;3;20;AttackingMidfield;7000000;5;59;34;0;52;126;59;1;2;7;0;0;0;0;0;0;0;0;0;0;3;0;4;2;0;0;0;0
Mollet;Florent;27;France;Ligue1;Montpellier;0;0;AttackingMidfield;7000000;4;23;17;0;49;71;30;1;0;3;2;0;0;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0
Fortounis;Konstantinos;26;Greece;SuperLeague;Olympiacos;4;39;AttackingMidfield;7000000;2;55;52;0;83;87;22;0;0;15;6;7;0;10;4;4;0;0;1;5;7;0;8;12;4;0;0;2
Krovinovic;Filip;23;Croatia;LigaNOS;Benfica;1;11;AttackingMidfield;7000000;4;19;11;0;25;21;10;0;0;0;3;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0
Coric;Ante;21;Croatia;SerieA;ASRoma;3;18;AttackingMidfield;7000000;5;31;23;0;54;67;5;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;7;4;1;0;0;0
Ribeiro;Éverton;29;Brazil;SérieA;Flamengo;0;6;AttackingMidfield;7000000;3;53;56;0;19;100;42;1;3;6;3;2;0;2;4;4;0;0;0;10;8;0;3;14;4;0;0;0
Olmo;Dani;20;Spain;1.HNL;DinamoZagreb;0;4;AttackingMidfield;6500000;3;20;16;0;25;31;10;1;0;1;0;0;0;0;0;0;0;0;0;2;4;0;2;4;1;0;0;0
Didavi;Daniel;28;Germany;Bundesliga;VfBStuttgart;1;5;AttackingMidfield;6000000;3;73;30;0;47;110;40;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
BenArfa;Hatem;31;France;Ligue1;StadeRennais;2;15;AttackingMidfield;6000000;1;55;39;0;116;99;18;0;0;11;8;13;0;10;8;2;0;0;2;6;4;0;19;12;1;0;1;1
Szymanski;Sebastian;19;Poland;Ekstraklasa;LegiaWarszawa;1;11;AttackingMidfield;6000000;4;16;18;0;33;29;6;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;3;3;0;0;0
Zajc;Miha;24;Slovenia;SüperLig;Fenerbahce;2;9;AttackingMidfield;6000000;5;35;37;0;46;77;28;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
García;Raúl;32;Spain;LaLiga;Athletic;0;2;AttackingMidfield;6000000;2;78;38;0;120;138;123;2;3;8;14;7;0;18;14;16;1;0;2;14;11;0;18;21;25;0;0;0
Boudebouz;Ryad;28;Algeria;LaLiga;CeltadeVigo;2;25;AttackingMidfield;6000000;1;47;56;0;55;86;26;0;0;19;6;1;0;3;4;6;0;0;3;0;0;0;1;0;0;0;0;0
Labyad;Zakaria;25;Morocco;Eredivisie;AFCAjax;0;5;AttackingMidfield;6000000;4;46;37;0;54;69;33;1;0;4;9;8;0;8;4;3;0;0;0;4;4;0;7;5;2;0;0;0
Akbaba;Emre;26;Turkey;SüperLig;Galatasaray;3;6;AttackingMidfield;5500000;3;55;26;0;7;47;26;1;1;4;3;3;0;4;5;3;0;0;0;0;2;0;0;0;0;0;0;0
Benavente;Cristian;24;Peru;PremierLeague;PyramidsFC;2;16;AttackingMidfield;5500000;4;27;10;0;48;55;15;0;0;1;5;1;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0
Eduardo;Carlos;29;Brazil;ProfessionalLeague;Hilal;0;0;AttackingMidfield;5500000;2;62;24;0;47;80;24;2;2;5;7;4;0;9;16;3;1;0;0;11;1;0;1;15;2;0;0;1
Quaison;Robin;25;Sweden;Bundesliga;1.FSVMainz05;2;6;AttackingMidfield;5000000;3;32;13;0;67;66;21;0;1;1;2;1;0;2;3;4;1;0;0;0;1;0;1;5;2;0;0;0
Khaoui;Saîf0Eddine;23;Tunisia;Ligue1;SMCaen;0;9;AttackingMidfield;5000000;1;12;6;0;44;31;6;0;0;0;1;2;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0
García;Manu;21;Spain;Ligue1;Toulouse;1;4;AttackingMidfield;5000000;1;4;16;0;7;25;6;1;0;0;4;0;0;5;7;2;0;0;0;0;2;0;2;4;1;0;0;0
Guitane;Rafik;19;France;Ligue1;StadeRennais;4;12;AttackingMidfield;5000000;4;2;2;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ikoné;Jonathan;20;France;Ligue1;LOSCLille;0;3;AttackingMidfield;5000000;5;3;5;0;18;28;3;0;0;0;1;0;0;3;5;0;0;0;0;3;0;0;6;5;0;0;0;0
Diop;Sofiane;18;France;Ligue1;Monaco;3;7;AttackingMidfield;5000000;3;0;0;0;5;5;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;1;1;0;0;0
Belhanda;Younès;28;Morocco;SüperLig;Galatasaray;5;50;AttackingMidfield;5000000;3;43;53;0;51;107;58;4;5;7;1;2;0;5;6;2;0;0;0;4;3;0;7;14;5;0;1;2
Fernandes;Manuel;32;Portugal;PremierLiga;LokoMoscow;3;15;AttackingMidfield;5000000;1;49;66;1;73;83;59;2;2;8;4;4;0;10;3;3;0;0;0;9;9;0;8;13;5;0;0;3
Pereyra;Mauricio;28;Uruguay;PremierLiga;Krasnodar;0;0;AttackingMidfield;5000000;1;29;30;0;47;137;45;0;1;1;0;0;0;2;0;1;0;0;0;4;5;0;18;18;6;0;0;0
Cueva;Christian;27;Peru;PremierLiga;Krasnodar;8;50;AttackingMidfield;5000000;4;26;30;0;59;68;20;2;4;8;11;7;0;13;35;8;0;2;0;2;4;0;20;4;1;1;1;0
Oblyakov;Ivan;20;Russia;PremierLiga;CSKAMoscow;6;15;AttackingMidfield;5000000;5;4;5;0;22;25;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0
Til;Guus;21;Netherlands;Eredivisie;AZAlkmaar;0;1;AttackingMidfield;5000000;5;27;7;0;20;28;7;0;0;0;4;2;0;3;4;0;0;0;0;0;0;0;1;0;0;0;0;0
Melero;Gonzalo;25;Spain;LaLiga;SDHuesca;0;3;AttackingMidfield;5000000;2;32;7;0;21;50;35;0;1;6;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rodríguez;Óscar;20;Spain;LaLiga;CDLeganés;1;7;AttackingMidfield;5000000;1;8;7;0;3;19;11;1;1;0;0;0;0;1;1;1;0;0;0;5;4;0;1;9;2;0;0;0
Díaz;Brahim;19;Spain;LaLiga;RealMadrid;0;8;AttackingMidfield;5000000;7;12;10;0;10;6;0;0;0;2;6;1;0;4;9;0;0;0;0;4;3;0;6;0;0;0;0;1
MacAllister;Alexis;20;Argentina;PrimeraDivisión;Argentinos;0;0;AttackingMidfield;5000000;1;8;6;0;26;18;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zaracho;Matías;20;Argentina;PrimeraDivisión;RacingClub;0;0;AttackingMidfield;5000000;4;2;5;0;11;18;6;1;0;0;0;0;0;0;4;0;0;0;0;1;0;0;4;3;2;0;0;0
Rodriguinho;;30;Brazil;SérieA;Cruzeiro;0;2;AttackingMidfield;5000000;3;45;22;0;39;69;32;0;2;0;2;2;0;1;3;0;0;1;0;0;5;0;1;1;1;1;0;0
